LAMMPS (3 Nov 2022)
units 		real
atom_style      charge

lattice 	bcc 2.87
Lattice spacing in x,y,z = 2.87 2.87 2.87
region		bulto block -5 5 -5 5 -5 5
create_box      1 bulto
Created orthogonal box = (-14.35 -14.35 -14.35) to (14.35 14.35 14.35)
  2 by 4 by 4 MPI processor grid
create_atoms	1 region bulto
Created 2000 atoms
  using lattice units in orthogonal box = (-14.35 -14.35 -14.35) to (14.35 14.35 14.35)
  create_atoms CPU = 0.001 seconds

mass * 55.845
# Choose potential
pair_style      reax/c NULL checkqeq no
pair_coeff      * * CHOFeAlNiCuSCr_v3.ff Fe
WARNING: Changed valency_val to valency_boc for X (../reaxff_ffield.cpp:296)


#JR: Charge minimization
#fix             qeq all qeq/reax 1 0.0 10.0 1.0e-6 reax/c

neighbor   3.5 bin
neigh_modify    every 2 delay 4 check yes page 100000

velocity        all create 300.0 4928459 rot yes dist gaussian

compute         msd all msd

compute         Stress all stress/atom NULL virial
compute         pe all pe/atom
compute         ke all ke/atom



timestep        1
#fix nve      all nve
fix 		npt all nph iso 0 0 1000
#fix          press  all press/berendsen iso 0 0 1000


thermo          100
thermo_style custom step temp pe ke etotal vol press c_msd[4]
dump  mydump all custom 1000 dump.coordenadas id type q x y z vx vy vz c_pe c_ke c_Stress[1] c_Stress[2] c_Stress[3]

fix 		1 all langevin  300 1500 100 29345 zero yes
run 10000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- pair reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 number =  {4--5},
 pages =   {245--259}
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 2 steps, delay = 4 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 13.5
  ghost atom cutoff = 13.5
  binsize = 6.75, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair reax/c, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/newtoff/ghost
      stencil: full/ghost/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 71.5 | 71.5 | 71.5 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    498000   1270.6171     -196331.61      7571.1489     -188760.46      23121.639     -985.03023      0.066810798  
Loop time of 164.766 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.049 ns/day, 22.884 hours/ns, 12.138 timesteps/s, 24.277 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 156.66     | 160.64     | 163.2      |  11.2 | 97.50
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.3142     | 3.8826     | 7.8734     |  72.3 |  2.36
Output  | 0.0049468  | 0.0049778  | 0.0053096  |   0.1 |  0.00
Modify  | 0.10619    | 0.11967    | 0.13585    |   2.8 |  0.07
Other   |            | 0.1165     |            |       |  0.07

Nlocal:           62.5 ave          70 max          55 min
Histogram: 1 1 3 1 10 6 5 2 1 2
Nghost:         4113.5 ave        4121 max        4106 min
Histogram: 2 0 3 1 10 6 5 1 3 1
Neighs:        54483.5 ave       60831 max       48121 min
Histogram: 1 2 2 2 9 9 2 3 0 2

Total # of neighbors = 1743472
Ave neighs/atom = 871.736
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-135)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 1250 ${Temp} 100 29345 zero yes
fix 		1 all langevin 1250 1250 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 81.15 | 81.25 | 81.44 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    498000   1270.6171     -196331.61      7571.1489     -188760.46      23121.639     -985.03023      0.066810798  
    498100   1263.3799     -195984.8       7528.0248     -188456.77      23099.036      576.45122      0.071570158  
    498200   1279.0014     -196154.97      7621.1082     -188533.86      23099.961      542.37791      0.068874375  
    498300   1267.9819     -196207.48      7555.4468     -188652.04      23138.761     -1691.4054      0.066866652  
    498400   1239.5555     -196137.53      7386.0643     -188751.47      23076.101      1529.4035      0.070310442  
    498500   1226.242      -196236.59      7306.7337     -188929.86      23132.75      -2342.4194      0.065675392  
    498600   1250.9383     -196292.45      7453.89       -188838.56      23072.7        1905.3298      0.069375843  
    498700   1248.3057     -196402.15      7438.2032     -188963.95      23132.852     -1112.7903      0.065855929  
    498800   1256.0501     -196304.23      7484.3493     -188819.88      23072.041      1719.2809      0.070855186  
    498900   1252.895      -196215.87      7465.5496     -188750.32      23139.499     -2059.81        0.067973802  
    499000   1244.1287     -196173.73      7413.3143     -188760.42      23103.219      458.66557      0.069526953  
    499100   1292.2248     -196260.07      7699.9017     -188560.17      23090.671      995.4777       0.067254085  
    499200   1212.2038     -195961.94      7223.0854     -188738.86      23139.431     -3156.4459      0.069320089  
    499300   1276.2635     -196310.28      7604.7937     -188705.49      23062.827      2996.9177      0.069762938  
    499400   1241.7961     -196209.96      7399.4151     -188810.55      23161.536     -2946.1387      0.067099929  
    499500   1234.8108     -196292.77      7357.7921     -188934.98      23056.295      3050.8573      0.071436969  
    499600   1225.8123     -196359         7304.1731     -189054.83      23166.521     -3382.9531      0.062581686  
    499700   1247.0663     -196126.85      7430.8181     -188696.03      23062.53       2498.9801      0.068413771  
    499800   1267.279      -196217.45      7551.2586     -188666.19      23146.276     -1639.936       0.064659042  
    499900   1263.2527     -196191.65      7527.2673     -188664.39      23113.244      90.243611      0.070036431  
    500000   1279.6184     -196106.55      7624.7844     -188481.77      23106.055      477.61171      0.070862403  
Loop time of 164.593 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.050 ns/day, 22.860 hours/ns, 12.151 timesteps/s, 24.302 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 155.76     | 160.45     | 163.04     |  11.7 | 97.49
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.3006     | 3.8993     | 8.5704     |  74.9 |  2.37
Output  | 0.0047411  | 0.0047772  | 0.0051065  |   0.1 |  0.00
Modify  | 0.095113   | 0.12389    | 0.1463     |   4.2 |  0.08
Other   |            | 0.1113     |            |       |  0.07

Nlocal:           62.5 ave          71 max          56 min
Histogram: 3 1 6 2 9 2 3 2 3 1
Nghost:         4113.5 ave        4120 max        4105 min
Histogram: 1 1 4 0 5 3 8 2 5 3
Neighs:        54413.5 ave       61693 max       48829 min
Histogram: 3 3 4 6 5 4 1 3 2 1

Total # of neighbors = 1741233
Ave neighs/atom = 870.6165
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-136)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 1240 ${Temp} 100 29345 zero yes
fix 		1 all langevin 1240 1240 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 80.9 | 81.1 | 81.44 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    500000   1279.6184     -196106.55      7624.7844     -188481.77      23106.055      477.61171      0.070862403  
    500100   1282.1731     -196059.02      7640.007      -188419.02      23129.687     -794.4146       0.069431034  
    500200   1236.8241     -196304.96      7369.7889     -188935.17      23086.671      1040.1988      0.066984483  
    500300   1235.4351     -196234.06      7361.5123     -188872.54      23136.159     -2633.3435      0.067453476  
    500400   1249.1172     -196430.16      7443.0388     -188987.12      23078.334      1264.4454      0.069426179  
    500500   1264.7419     -196317.44      7536.141      -188781.3       23139.121     -1765.5767      0.064725884  
    500600   1226.5339     -196236.09      7308.4728     -188927.62      23078.021      1206.7195      0.068651408  
    500700   1254.3953     -196424.92      7474.4892     -188950.43      23131.567     -1274.2507      0.064454379  
    500800   1258.1203     -196242.64      7496.6848     -188745.96      23083.242      2238.4756      0.068420029  
    500900   1244.994      -196403.14      7418.4701     -188984.67      23125.491     -615.79182      0.067286283  
    501000   1261.9974     -196244.22      7519.7872     -188724.43      23089.25       422.67124      0.071307685  
    501100   1224.7182     -196193.19      7297.6543     -188895.53      23135.533     -1673.0832      0.06600119   
    501200   1215.8163     -196345.67      7244.6107     -189101.06      23090.802      382.90728      0.066493657  
    501300   1247.9158     -196631.18      7435.8803     -189195.3       23113.37       271.40345      0.06176534   
    501400   1241.9681     -196537.66      7400.4399     -189137.22      23107.631      96.836658      0.06889333   
    501500   1274.7628     -196405.64      7595.852      -188809.78      23109.912      201.33494      0.067040853  
    501600   1260.6768     -196207.63      7511.9181     -188695.71      23129.022     -479.78526      0.064723998  
    501700   1215.9992     -196183.28      7245.7003     -188937.58      23099.908      35.19055       0.067525959  
    501800   1249.927      -196098.81      7447.8641     -188650.95      23119.153     -811.89744      0.070082175  
    501900   1246.7396     -196377.31      7428.8713     -188948.43      23098.093      936.80373      0.069587316  
    502000   1237.8572     -196383.08      7375.9447     -189007.13      23094.212      519.85331      0.067263529  
Loop time of 164.508 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.050 ns/day, 22.848 hours/ns, 12.158 timesteps/s, 24.315 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 156.08     | 160.54     | 162.73     |  10.9 | 97.59
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.5316     | 3.7248     | 8.1893     |  71.5 |  2.26
Output  | 0.004892   | 0.004923   | 0.005229   |   0.1 |  0.00
Modify  | 0.097848   | 0.12166    | 0.13407    |   3.3 |  0.07
Other   |            | 0.113      |            |       |  0.07

Nlocal:           62.5 ave          70 max          55 min
Histogram: 2 1 6 3 6 2 4 1 4 3
Nghost:         4113.5 ave        4121 max        4106 min
Histogram: 3 2 3 3 3 3 6 5 2 2
Neighs:        54439.7 ave       60769 max       48114 min
Histogram: 2 1 6 4 5 3 3 1 4 3

Total # of neighbors = 1742071
Ave neighs/atom = 871.0355
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-137)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 1230 ${Temp} 100 29345 zero yes
fix 		1 all langevin 1230 1230 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 81.17 | 81.24 | 81.31 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    502000   1237.8572     -196383.08      7375.9447     -189007.13      23094.212      519.85331      0.067263529  
    502100   1220.6098     -196393.27      7273.1736     -189120.09      23124.122     -1507.4542      0.064616755  
    502200   1235.5724     -196402.82      7362.3303     -189040.49      23077.883      1502.1716      0.067255276  
    502300   1237.6341     -196331.25      7374.6153     -188956.64      23151.476     -3264.2555      0.065200359  
    502400   1219.9249     -196247.11      7269.0926     -188978.01      23055.794      3082.8823      0.068935653  
    502500   1210.5869     -196169.66      7213.4505     -188956.21      23140.924     -2501.9686      0.065625599  
    502600   1247.9927     -196393.48      7436.338      -188957.14      23103.739      272.68562      0.063944094  
    502700   1254.9077     -196504.02      7477.5424     -189026.47      23083.527      1846.0132      0.06525083   
    502800   1225.6679     -196366.7       7303.3128     -189063.39      23128.167     -1558.7403      0.064466001  
    502900   1222.8777     -196262.13      7286.6871     -188975.44      23071.694      2223.3279      0.068769379  
    503000   1199.4253     -196551.91      7146.9425     -189404.97      23131.785     -1721.4366      0.065050248  
    503100   1223.6771     -196414.78      7291.4504     -189123.33      23067.148      2252.7946      0.06767445   
    503200   1256.9301     -196061.76      7489.5933     -188572.17      23147.045     -1497.4707      0.06874189   
    503300   1230.9612     -195980.24      7334.854      -188645.39      23083.549      732.9761       0.070530499  
    503400   1257.9119     -196217.61      7495.4434     -188722.17      23125.784     -1394.8368      0.069009433  
    503500   1248.382      -196471.93      7438.6582     -189033.27      23076.553      1376.6518      0.06986401   
    503600   1243.7752     -196279.87      7411.2076     -188868.66      23151.032     -2683.3104      0.065391858  
    503700   1264.5142     -196243.4       7534.7842     -188708.62      23072.877      2614.6469      0.069301068  
    503800   1235.5176     -196361.28      7362.0038     -188999.28      23124.077     -1468.665       0.068745003  
    503900   1199.6072     -196467.87      7148.0266     -189319.84      23096.583      395.39709      0.066028633  
    504000   1206.3153     -196564.65      7187.9979     -189376.65      23089.545      592.18142      0.064412527  
Loop time of 164.733 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.049 ns/day, 22.880 hours/ns, 12.141 timesteps/s, 24.282 katom-step/s
99.7% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 156.61     | 160.53     | 163.12     |  11.1 | 97.45
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.3813     | 3.9616     | 7.883      |  71.0 |  2.40
Output  | 0.0048841  | 0.0049119  | 0.0052288  |   0.1 |  0.00
Modify  | 0.098518   | 0.12285    | 0.13828    |   3.7 |  0.07
Other   |            | 0.1119     |            |       |  0.07

Nlocal:           62.5 ave          68 max          56 min
Histogram: 2 1 2 3 6 9 0 1 3 5
Nghost:         4113.5 ave        4120 max        4108 min
Histogram: 5 3 1 0 7 8 3 2 1 2
Neighs:          54451 ave       59094 max       48926 min
Histogram: 2 1 2 3 7 8 0 1 3 5

Total # of neighbors = 1742432
Ave neighs/atom = 871.216
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-138)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 1220 ${Temp} 100 29345 zero yes
fix 		1 all langevin 1220 1220 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 81.21 | 81.28 | 81.34 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    504000   1206.3153     -196564.65      7187.9979     -189376.65      23089.545      592.18142      0.064412527  
    504100   1229.8327     -196635.71      7328.1292     -189307.58      23110.329     -632.80256      0.066159075  
    504200   1183.6005     -196636.47      7052.6486     -189583.82      23083.785      153.60619      0.067248333  
    504300   1182.2807     -196508.32      7044.7844     -189463.54      23121.239     -1582.8801      0.066760158  
    504400   1228.4492     -196601.29      7319.8857     -189281.4       23073.667      1912.0926      0.067428675  
    504500   1238.4511     -196581.08      7379.4834     -189201.6       23121.508     -1376.8884      0.06565319   
    504600   1247.9547     -196396.25      7436.1118     -188960.14      23083.457      1632.8229      0.066181425  
    504700   1211.7844     -196186.86      7220.5864     -188966.28      23120.566     -1901.1483      0.066055165  
    504800   1226.7233     -196285.49      7309.6016     -188975.89      23098.944      389.47282      0.066329718  
    504900   1219.2285     -196245.41      7264.9427     -188980.47      23086.572      749.66088      0.069076495  
    505000   1216.3442     -195998.45      7247.7566     -188750.69      23133.454     -1966.3021      0.067801649  
    505100   1255.6693     -196273.13      7482.0804     -188791.05      23067.874      2207.3091      0.066873542  
    505200   1239.4506     -196466.86      7385.4388     -189081.42      23124.03      -1263.8201      0.064607926  
    505300   1244.5486     -196343.85      7415.8163     -188928.04      23085.661      1713.6282      0.069110141  
    505400   1242.1407     -196426.48      7401.4682     -189025.01      23131.963     -1483.3744      0.067722174  
    505500   1222.0955     -196596.29      7282.0262     -189314.26      23047.131      3606.529       0.069867785  
    505600   1223.1298     -196464.64      7288.1896     -189176.45      23148.319     -2863.4149      0.06526502   
    505700   1213.152      -196529.95      7228.7351     -189301.21      23066.806      2060.0526      0.068908991  
    505800   1216.6055     -196442.89      7249.3133     -189193.58      23102.781     -335.39493      0.070703052  
    505900   1235.3209     -196370.37      7360.8319     -189009.53      23127.177     -1488.3247      0.066451636  
    506000   1205.1453     -196584.68      7181.0262     -189403.66      23049.027      3168.1458      0.067829285  
Loop time of 164.704 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.049 ns/day, 22.876 hours/ns, 12.143 timesteps/s, 24.286 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 156.19     | 160.33     | 163.09     |  11.7 | 97.34
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.3681     | 4.1321     | 8.2455     |  72.7 |  2.51
Output  | 0.0049062  | 0.0049367  | 0.0052647  |   0.1 |  0.00
Modify  | 0.098084   | 0.12242    | 0.14016    |   4.0 |  0.07
Other   |            | 0.1171     |            |       |  0.07

Nlocal:           62.5 ave          72 max          55 min
Histogram: 1 5 6 0 7 7 1 2 2 1
Nghost:         4113.5 ave        4121 max        4104 min
Histogram: 1 2 2 1 7 7 0 6 5 1
Neighs:        54457.6 ave       62490 max       48060 min
Histogram: 1 5 6 0 7 7 1 2 2 1

Total # of neighbors = 1742644
Ave neighs/atom = 871.322
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-139)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 1210 ${Temp} 100 29345 zero yes
fix 		1 all langevin 1210 1210 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 80.94 | 81.15 | 81.34 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    506000   1205.1453     -196584.68      7181.0262     -189403.66      23049.027      3168.1458      0.067829285  
    506100   1216.8066     -196606.48      7250.5114     -189355.97      23146.78      -3331.5595      0.065675062  
    506200   1198.3885     -196591.99      7140.7649     -189451.23      23048.436      2711.0593      0.070559654  
    506300   1221.512      -196553.77      7278.5494     -189275.22      23144.979     -2402.3753      0.063959987  
    506400   1180.9524     -196536.67      7036.8693     -189499.8       23052.999      2838.3667      0.070470204  
    506500   1227.0179     -196535.38      7311.3569     -189224.03      23156.173     -2690.4144      0.06462652   
    506600   1207.6134     -196563.96      7195.7329     -189368.23      23060.577      2682.4152      0.066442585  
    506700   1207.8784     -196708.9       7197.3117     -189511.58      23116.034     -1063.1153      0.061852026  
    506800   1227.244      -196536.52      7312.7042     -189223.81      23088.279      874.13654      0.067845813  
    506900   1183.478      -196506.31      7051.9183     -189454.39      23088.495      385.21665      0.066318482  
    507000   1214.2594     -196568.99      7235.334      -189333.66      23120.52      -813.62076      0.062100096  
    507100   1223.0263     -196553.72      7287.5727     -189266.14      23075.464      1515.6535      0.067607003  
    507200   1211.1717     -196544.08      7216.9353     -189327.15      23128.628     -1716.1979      0.065508173  
    507300   1214.2786     -196777.51      7235.4484     -189542.06      23066.202      2301.6346      0.067540938  
    507400   1198.5046     -196648.16      7141.4564     -189506.7       23139.726     -2239.8205      0.065085882  
    507500   1228.225      -196542.59      7318.5499     -189224.04      23072.325      2304.91        0.07025935   
    507600   1200.7723     -196538.56      7154.9692     -189383.59      23121.937     -1051.2071      0.066257707  
    507700   1206.5505     -196587.55      7189.3989     -189398.15      23092.984     -54.132447      0.065950022  
    507800   1230.4501     -196297.21      7331.8081     -188965.4       23120.084     -1545.5731      0.063216522  
    507900   1232.5843     -196580.7       7344.5253     -189236.17      23095.047      505.18451      0.064308351  
    508000   1203.3357     -196362.87      7170.2431     -189192.62      23080.845      1121.3238      0.0685561    
Loop time of 164.532 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.050 ns/day, 22.852 hours/ns, 12.156 timesteps/s, 24.311 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 157.31     | 160.31     | 163.03     |  10.5 | 97.43
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.2498     | 3.9863     | 6.9631     |  66.9 |  2.42
Output  | 0.0049293  | 0.0049587  | 0.0052804  |   0.1 |  0.00
Modify  | 0.097908   | 0.12135    | 0.13918    |   3.6 |  0.07
Other   |            | 0.1138     |            |       |  0.07

Nlocal:           62.5 ave          68 max          56 min
Histogram: 2 0 4 2 4 8 2 7 1 2
Nghost:         4113.5 ave        4120 max        4108 min
Histogram: 2 1 7 2 7 5 2 4 0 2
Neighs:        54532.8 ave       59238 max       48916 min
Histogram: 2 0 4 2 4 8 2 7 1 2

Total # of neighbors = 1745049
Ave neighs/atom = 872.5245
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-140)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 1200 ${Temp} 100 29345 zero yes
fix 		1 all langevin 1200 1200 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 81 | 81.14 | 81.29 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    508000   1203.3357     -196362.87      7170.2431     -189192.62      23080.845      1121.3238      0.0685561    
    508100   1217.0262     -196507.73      7251.8202     -189255.91      23107.546     -677.73756      0.067811483  
    508200   1209.613      -196659.01      7207.6478     -189451.36      23091.509      483.51757      0.067772086  
    508300   1196.2798     -196734.32      7128.2        -189606.12      23108.491     -724.95138      0.065626902  
    508400   1156.871      -196758.47      6893.377      -189865.09      23077.97       621.17491      0.068674201  
    508500   1162.4816     -196630.99      6926.8087     -189704.18      23119.599     -1729.1357      0.065007885  
    508600   1175.0395     -196618.25      7001.6365     -189616.62      23078.466      695.99715      0.06746323   
    508700   1171.5778     -196552.86      6981.0094     -189571.85      23103.311     -825.84446      0.064586357  
    508800   1208.2184     -196577.92      7199.3377     -189378.58      23113.879     -606.2361       0.062143188  
    508900   1188.0708     -196533.81      7079.2851     -189454.52      23077.621      738.02362      0.067119632  
    509000   1266.8887     -196520.93      7548.9325     -188972         23121.792     -1010.1853      0.064532243  
    509100   1198.6613     -196293.14      7142.3902     -189150.75      23060.687      1228.7473      0.068841768  
    509200   1202.6391     -196681.14      7166.0926     -189515.04      23132.898     -2362.752       0.063649713  
    509300   1159.4286     -196698.58      6908.6168     -189789.97      23040.496      2790.9843      0.063621895  
    509400   1189.2595     -196701.7       7086.3684     -189615.33      23155.237     -3375.0565      0.062930895  
    509500   1210.8101     -196644.45      7214.7807     -189429.67      23032.053      4171.5947      0.072450822  
    509600   1196.4894     -196500.22      7129.4487     -189370.77      23165.063     -3863.6769      0.068688242  
    509700   1207.7167     -196596.38      7196.348      -189400.04      23061.943      2566.0339      0.069569846  
    509800   1206.7688     -196604.75      7190.7002     -189414.05      23120.904     -1197.307       0.064721476  
    509900   1168.8614     -196479.62      6964.8236     -189514.8       23077.413      607.1178       0.066323991  
    510000   1253.037      -196650.5       7466.3957     -189184.1       23085.241      1403.496       0.064013421  
Loop time of 164.228 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.052 ns/day, 22.809 hours/ns, 12.178 timesteps/s, 24.356 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 156.66     | 160.13     | 162.3      |  11.3 | 97.51
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.6831     | 3.8552     | 7.3157     |  73.1 |  2.35
Output  | 0.0048131  | 0.0048489  | 0.0051817  |   0.1 |  0.00
Modify  | 0.098945   | 0.12347    | 0.13776    |   3.0 |  0.08
Other   |            | 0.1128     |            |       |  0.07

Nlocal:           62.5 ave          69 max          54 min
Histogram: 1 0 2 0 10 5 5 1 7 1
Nghost:         4113.5 ave        4122 max        4107 min
Histogram: 1 4 4 0 10 5 5 2 0 1
Neighs:        54485.9 ave       59923 max       47240 min
Histogram: 1 0 2 1 9 5 5 1 7 1

Total # of neighbors = 1743549
Ave neighs/atom = 871.7745
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_cooling
variable i loop 1 200
variable Temp equal (260-$i)*10
variable Temp equal (260-141)*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 1190 ${Temp} 100 29345 zero yes
fix 		1 all langevin 1190 1190 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 80.88 | 81.07 | 81.29 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    510000   1253.037      -196650.5       7466.3957     -189184.1       23085.241      1403.496       0.064013421  
    510100   1193.2589     -196463.67      7110.1992     -189353.47      23125.256     -1675.0876      0.065898858  
    510200   1212.4895     -196798.57      7224.7874     -189573.79      23061.194      2378.747       0.06356394   
    510300   1169.1481     -196591.57      6966.5319     -189625.04      23128.708     -1678.1908      0.064548939  
    510400   1209.5656     -196817.04      7207.3653     -189609.68      23041.794      3655.2076      0.066454367  
    510500   1204.6424     -196659.23      7178.0297     -189481.2       23141.244     -2412.6489      0.061938757  
    510600   1199.7227     -196912.58      7148.715      -189763.86      23058.429      2377.8354      0.064898114  
    510700   1176.9345     -196684.53      7012.928      -189671.61      23107.641     -829.78343      0.064020246  
    510800   1195.8266     -196783.34      7125.4996     -189657.84      23102.444      669.70429      0.065547118  
    510900   1169.1578     -196524.67      6966.5899     -189558.09      23081.137      758.59301      0.069160195  
    511000   1194.4218     -196487.05      7117.1288     -189369.92      23109.96      -1241.1493      0.068719798  
    511100   1208.4221     -196783.96      7200.5516     -189583.41      23084.587      1069.4052      0.064754141  
    511200   1198.5272     -196691.29      7141.5913     -189549.7       23102.459     -394.18963      0.061740626  
    511300   1176.721      -196676.81      7011.6561     -189665.16      23088.778      469.62458      0.066156324  
    511400   1180.1748     -196755.62      7032.2359     -189723.38      23102.201     -479.94781      0.066707523  
    511500   1186.3978     -196611.27      7069.3168     -189541.95      23095.032      16.074345      0.068870733  
    511600   1204.8356     -196636.53      7179.1807     -189457.35      23100.883     -67.998252      0.065811203  
    511700   1216.2726     -196764.3       7247.3295     -189516.97      23101.098      698.97295      0.064277749  
    511800   1182.7398     -196602.73      7047.5197     -189555.22      23070.935      1400.8206      0.070406214  
    511900   1169.5664     -196629.81      6969.0246     -189660.79      23131.185     -2489.7066      0.065269728  
    512000   1187.4605     -196561.21      7075.6487     -189485.56      23059.248      2315.8558      0.065871193  
Loop time of 164.051 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.053 ns/day, 22.785 hours/ns, 12.191 timesteps/s, 24.383 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 156.14     | 160.09     | 162.28     |  12.1 | 97.59
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 1.5403     | 3.723      | 7.659      |  79.5 |  2.27
Output  | 0.0048397  | 0.0048776  | 0.0052546  |   0.1 |  0.00
Modify  | 0.095745   | 0.12151    | 0.13862    |   3.8 |  0.07
