LAMMPS (3 Nov 2022)
units 		real
atom_style      charge

lattice 	bcc 2.87
Lattice spacing in x,y,z = 2.87 2.87 2.87
region		bulto block -5 5 -5 5 -5 5
create_box      1 bulto
Created orthogonal box = (-14.35 -14.35 -14.35) to (14.35 14.35 14.35)
  2 by 4 by 4 MPI processor grid
create_atoms	1 region bulto
Created 2000 atoms
  using lattice units in orthogonal box = (-14.35 -14.35 -14.35) to (14.35 14.35 14.35)
  create_atoms CPU = 0.001 seconds

mass * 55.845
# Choose potential
pair_style      reax/c NULL checkqeq no
pair_coeff      * * CHOFeAlNiCuSCr_v3.ff Fe
WARNING: Changed valency_val to valency_boc for X (../reaxff_ffield.cpp:296)


#JR: Charge minimization
#fix             qeq all qeq/reax 1 0.0 10.0 1.0e-6 reax/c

neighbor   3.5 bin
neigh_modify    every 2 delay 4 check yes page 100000

velocity        all create 300.0 4928459 rot yes dist gaussian

compute         msd all msd

compute         Stress all stress/atom NULL virial
compute         pe all pe/atom
compute         ke all ke/atom



timestep        1
#fix nve      all nve
fix 		npt all nph iso 0 0 1000
#fix          press  all press/berendsen iso 0 0 1000


thermo          100
thermo_style custom step temp pe ke etotal vol press c_msd[4]
dump  mydump all custom 1000 dump.coordenadas id type q x y z vx vy vz c_pe c_ke c_Stress[1] c_Stress[2] c_Stress[3]

fix 		1 all langevin  300 1500 100 29345 zero yes
run 10000

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:

- pair reaxff command: doi:10.1016/j.parco.2011.08.005

@Article{Aktulga12,
 author = {H. M. Aktulga and J. C. Fogarty and S. A. Pandit and A. Y. Grama},
 title = {Parallel Reactive Molecular Dynamics: {N}umerical Methods and Algorithmic Techniques},
 journal = {Parallel Computing},
 year =    2012,
 volume =  38,
 number =  {4--5},
 pages =   {245--259}
}

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 2 steps, delay = 4 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 13.5
  ghost atom cutoff = 13.5
  binsize = 6.75, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair reax/c, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/newtoff/ghost
      stencil: full/ghost/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 71.5 | 71.5 | 71.5 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
variable Temp equal 212*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2120 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2120 2120 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.25 | 82.36 | 82.76 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    132000   2053.7931     -189656.59      12237.812     -177418.77      23279.785      33.022132      0.1207656    
    132100   2128.0744     -190253.82      12680.427     -177573.4       23328.876     -733.24806      0.12059976   
    132200   2058.1929     -189950.28      12264.029     -177686.25      23326.096     -867.15232      0.12181235   
    132300   2087.4709     -190108.78      12438.486     -177670.3       23294.42       1036.2495      0.11651212   
    132400   2138.2062     -190183.39      12740.8       -177442.59      23317.973     -743.29423      0.11630913   
    132500   2125.4215     -189837.21      12664.62      -177172.59      23287.823      793.01127      0.11954247   
    132600   2114.6687     -190398.29      12600.548     -177797.74      23306.84      -377.9443       0.11240331   
    132700   2113.2985     -190132.46      12592.383     -177540.07      23307.748      59.305547      0.11205522   
    132800   2072.543      -190139.95      12349.536     -177790.41      23301.557     -170.27074      0.11509212   
    132900   2082.749      -190054.58      12410.35      -177644.23      23290.395      1427.7512      0.11532323   
    133000   2134.4754     -189928.72      12718.569     -177210.15      23341.334      28.157763      0.11153766   
    133100   2147.9545     -190148.95      12798.886     -177350.06      23331.247     -786.87068      0.10972177   
    133200   2112.1675     -189262.72      12585.645     -176677.07      23327.676      1029.314       0.12315903   
    133300   2152.3966     -189997.6       12825.355     -177172.25      23321.94      -346.42815      0.11467616   
    133400   2104.0545     -190018.8       12537.302     -177481.5       23290.629      659.55876      0.11788857   
    133500   2072.4882     -190151.94      12349.21      -177802.73      23316.541     -559.19343      0.1157307    
    133600   2113.7477     -189890.79      12595.06      -177295.73      23285.264      1366.3133      0.11493365   
    133700   2146.5015     -189793.84      12790.228     -177003.62      23350.969     -2488.2409      0.10887673   
    133800   2087.3485     -190082.65      12437.757     -177644.9       23290.113      799.14809      0.11718165   
    133900   2139.5451     -189800.34      12748.778     -177051.56      23358.25      -1743.6701      0.11966784   
    134000   2137.0014     -190140.04      12733.62      -177406.42      23296.73       1881.5293      0.11494535   
Loop time of 166.088 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.040 ns/day, 23.068 hours/ns, 12.042 timesteps/s, 24.084 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 158.16     | 162.36     | 165.24     |  12.0 | 97.75
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.65214    | 3.5122     | 7.6995     |  81.5 |  2.11
Output  | 0.0048417  | 0.0048811  | 0.0052325  |   0.1 |  0.00
Modify  | 0.092946   | 0.11751    | 0.1422     |   4.4 |  0.07
Other   |            | 0.09735    |            |       |  0.06

Nlocal:           62.5 ave          74 max          55 min
Histogram: 2 3 4 7 8 4 2 0 1 1
Nghost:        4112.75 ave        4120 max        4102 min
Histogram: 2 1 0 3 2 6 6 6 3 3
Neighs:        53980.3 ave       63684 max       47562 min
Histogram: 2 3 4 7 8 4 2 0 1 1

Total # of neighbors = 1727370
Ave neighs/atom = 863.685
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_heating
variable i loop 151 260
variable Temp equal $i*10
variable Temp equal 213*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2130 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2130 2130 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.63 | 82.79 | 82.94 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    134000   2137.0014     -190140.04      12733.62      -177406.42      23296.73       1881.5293      0.11494535   
    134100   2076.6648     -189850.17      12374.097     -177476.07      23323.264     -1180.6909      0.12038708   
    134200   2156.1215     -190107.91      12847.55      -177260.35      23309.895      1290.3246      0.11649208   
    134300   2163.9427     -189496.58      12894.154     -176602.43      23316.094      653.42816      0.12126689   
    134400   2131.7559     -189697.48      12702.364     -176995.11      23340.795     -2565.417       0.12292128   
    134500   2110.4209     -189672.66      12575.237     -177097.42      23295.664      1820.3597      0.12112142   
    134600   2163.7357     -189611.79      12892.921     -176718.87      23335.869     -896.94905      0.11719526   
    134700   2167.3028     -189747.18      12914.176     -176833         23328.988      159.64031      0.12032201   
    134800   2172.5649     -189736.05      12945.53      -176790.52      23283.203      1367.3489      0.12271202   
    134900   2102.6823     -189979.92      12529.125     -177450.8       23328.433     -979.91727      0.11670802   
    135000   2165.7913     -190184.69      12905.169     -177279.52      23287.689      1260.7592      0.11203856   
    135100   2168.6936     -190122.11      12922.463     -177199.64      23350.7       -502.06019      0.10978711   
    135200   2103.3779     -189953.6       12533.27      -177420.33      23285.441      1797.5257      0.11624235   
    135300   2139.9322     -190483.81      12751.084     -177732.73      23350.041     -1516.7681      0.10879597   
    135400   2109.5774     -189988         12570.211     -177417.79      23304.934      616.95497      0.11803835   
    135500   2160.6097     -190240.3       12874.294     -177366.01      23346.325     -473.98678      0.1175326    
    135600   2174.0893     -190119.61      12954.614     -177164.99      23321.89      -228.49406      0.11568377   
    135700   2190.0936     -189943.59      13049.978     -176893.61      23319.501      676.12476      0.11766236   
    135800   2105.0513     -189821.75      12543.241     -177278.51      23335.315     -1033.4995      0.1200124    
    135900   2141.134      -189942.72      12758.245     -177184.48      23334.922     -1166.3118      0.12003994   
    136000   2135.5943     -189599.58      12725.236     -176874.35      23292.421      2101.2506      0.12201228   
Loop time of 165.759 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.042 ns/day, 23.022 hours/ns, 12.066 timesteps/s, 24.131 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 159.34     | 162.32     | 164.91     |  12.1 | 97.92
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.65781    | 3.2251     | 6.2193     |  85.8 |  1.95
Output  | 0.0046715  | 0.0047145  | 0.0050715  |   0.1 |  0.00
Modify  | 0.094093   | 0.11647    | 0.14657    |   4.7 |  0.07
Other   |            | 0.09669    |            |       |  0.06

Nlocal:           62.5 ave          71 max          52 min
Histogram: 1 1 1 3 5 9 4 6 1 1
Nghost:        4113.03 ave        4124 max        4103 min
Histogram: 1 1 3 7 6 7 3 1 2 1
Neighs:        53956.1 ave       61001 max       45003 min
Histogram: 1 1 1 3 5 9 3 6 2 1

Total # of neighbors = 1726596
Ave neighs/atom = 863.298
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_heating
variable i loop 151 260
variable Temp equal $i*10
variable Temp equal 214*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2140 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2140 2140 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.39 | 82.65 | 82.92 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    136000   2135.5943     -189599.58      12725.236     -176874.35      23292.421      2101.2506      0.12201228   
    136100   2126.1625     -189471         12669.035     -176801.97      23378.155     -2985.215       0.11755471   
    136200   2173.447      -189991.85      12950.787     -177041.07      23260.485      1683.7743      0.11316703   
    136300   2071.9242     -189611.07      12345.849     -177265.23      23360.293     -2984.6904      0.1145489    
    136400   2153.6917     -189771.43      12833.072     -176938.36      23295.101      1773.1738      0.11888868   
    136500   2148.4506     -189667.37      12801.842     -176865.53      23359.581     -1186.8441      0.11572563   
    136600   2106.8887     -189543.62      12554.19      -176989.43      23304.194     -64.556912      0.11791347   
    136700   2208.4765     -189890.48      13159.515     -176730.97      23348.319     -1700.6874      0.11633353   
    136800   2088.1888     -189228.15      12442.764     -176785.38      23285.107      1634.0832      0.12570841   
    136900   2153.0876     -189970.9       12829.472     -177141.43      23337.224     -1355.1622      0.11239272   
    137000   2134.6008     -189744.1       12719.316     -177024.78      23329.502      603.57565      0.11598596   
    137100   2125.3269     -189766.61      12664.056     -177102.55      23332.194     -947.52431      0.11723982   
    137200   2130.8955     -189621.9       12697.238     -176924.66      23345.467     -602.63058      0.11742253   
    137300   2138.2411     -189647.91      12741.007     -176906.91      23321.81       641.35822      0.11483211   
    137400   2146.8311     -189804.9       12792.192     -177012.71      23346.688     -904.68478      0.11601416   
    137500   2093.6831     -190131.29      12475.503     -177655.78      23311.918     -1.433108       0.11276875   
    137600   2085.5851     -190119.88      12427.249     -177692.63      23345.225     -1749.0027      0.11509344   
    137700   2218.3278     -190701.81      13218.215     -177483.6       23288.329      3170.164       0.10605253   
    137800   2148.3958     -189814.64      12801.515     -177013.12      23388.535     -3373.4885      0.11570725   
    137900   2173.0459     -189076.26      12948.397     -176127.87      23249.308      4144.0204      0.12811848   
    138000   2162.0812     -189720.1       12883.062     -176837.04      23417.65      -4417.1995      0.12356805   
Loop time of 165.934 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.041 ns/day, 23.046 hours/ns, 12.053 timesteps/s, 24.106 katom-step/s
99.7% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 159.22     | 162.32     | 165.03     |  11.6 | 97.82
Neigh   | 0.020077   | 0.020236   | 0.020383   |   0.0 |  0.01
Comm    | 0.6814     | 3.372      | 6.4836     |  80.6 |  2.03
Output  | 0.0047747  | 0.0048052  | 0.0051434  |   0.1 |  0.00
Modify  | 0.10093    | 0.11657    | 0.13796    |   2.9 |  0.07
Other   |            | 0.09595    |            |       |  0.06

Nlocal:           62.5 ave          68 max          58 min
Histogram: 3 1 6 4 3 4 2 3 2 4
Nghost:        4111.88 ave        4118 max        4106 min
Histogram: 5 2 0 3 3 9 4 2 1 3
Neighs:        53815.2 ave       58606 max       49845 min
Histogram: 3 1 6 5 4 2 5 2 1 3

Total # of neighbors = 1722085
Ave neighs/atom = 861.0425
Neighbor list builds = 1
Dangerous builds = 0
next i
jump SELF loop_heating
variable i loop 151 260
variable Temp equal $i*10
variable Temp equal 215*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2150 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2150 2150 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.15 | 82.37 | 82.98 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    138000   2162.0812     -189720.1       12883.062     -176837.04      23417.65      -4417.1995      0.12356805   
    138100   2140.3404     -189784.07      12753.516     -177030.55      23227.885      4591.5335      0.12380631   
    138200   2118.3524     -190119.52      12622.498     -177497.02      23396.15      -3000.0681      0.10808687   
    138300   2130.251      -189546.39      12693.397     -176852.99      23275.332      3025.9171      0.11922806   
    138400   2089.0703     -189592.27      12448.016     -177144.26      23377.277     -3433.5952      0.1191966    
    138500   2099.531      -189605.35      12510.348     -177095.01      23248.265      2685.3623      0.11673197   
    138600   2159.8844     -189807         12869.972     -176937.02      23377.293     -3732.6142      0.11150843   
    138700   2122.2735     -190238.89      12645.863     -177593.02      23257.255      4414.3478      0.11351163   
    138800   2075.5395     -190020.65      12367.391     -177653.26      23370.847     -4329.1106      0.11708372   
    138900   2149.63       -190371.16      12808.87      -177562.29      23248.539      3282.5634      0.11757924   
    139000   2178.4216     -190033.85      12980.428     -177053.42      23397.328     -2845.7834      0.11878395   
    139100   2182.7032     -189856.11      13005.941     -176850.17      23282.535      1862.9884      0.12243814   
    139200   2176.4291     -189505.58      12968.556     -176537.03      23359.166     -1630.5527      0.11711316   
    139300   2132.8273     -189665.86      12708.748     -176957.11      23274.785      2223.7954      0.12217289   
    139400   2184.8573     -189344.06      13018.776     -176325.29      23393.596     -3375.1111      0.12101886   
    139500   2196.2805     -188955.26      13086.843     -175868.42      23278.471      4179.4171      0.13017958   
    139600   2203.3911     -189421.37      13129.213     -176292.15      23404.578     -2902.1446      0.12038411   
    139700   2121.1367     -188941.37      12639.089     -176302.28      23314.38       610.75151      0.12856268   
    139800   2135.1874     -189926.91      12722.812     -177204.1       23348.793     -1425.216       0.11952052   
    139900   2113.9446     -190012.03      12596.233     -177415.79      23310.854     -82.270813      0.11394189   
    140000   2142.7215     -189962.37      12767.704     -177194.67      23311.909      735.02019      0.11621042   
Loop time of 165.748 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.043 ns/day, 23.021 hours/ns, 12.067 timesteps/s, 24.133 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 158.84     | 162.29     | 164.86     |  12.2 | 97.91
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.68625    | 3.2422     | 6.6798     |  86.5 |  1.96
Output  | 0.0047192  | 0.004759   | 0.0051012  |   0.1 |  0.00
Modify  | 0.097753   | 0.11559    | 0.14104    |   3.9 |  0.07
Other   |            | 0.09429    |            |       |  0.06

Nlocal:           62.5 ave          68 max          53 min
Histogram: 1 0 1 1 5 4 5 5 8 2
Nghost:        4112.66 ave        4123 max        4107 min
Histogram: 2 10 3 6 2 3 4 1 0 1
Neighs:        53703.4 ave       58472 max       45703 min
Histogram: 1 0 1 4 2 5 4 8 5 2

Total # of neighbors = 1718508
Ave neighs/atom = 859.254
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_heating
variable i loop 151 260
variable Temp equal $i*10
variable Temp equal 216*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2160 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2160 2160 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.09 | 82.27 | 82.98 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    140000   2142.7215     -189962.37      12767.704     -177194.67      23311.909      735.02019      0.11621042   
    140100   2185.2632     -189570.73      13021.195     -176549.54      23350.61      -328.22626      0.11893377   
    140200   2196.167      -189554.62      13086.167     -176468.46      23289.776      3043.5767      0.12832373   
    140300   2200.4641     -189277.52      13111.772     -176165.75      23427.389     -3773.4642      0.12116834   
    140400   2162.3291     -189781.94      12884.539     -176897.4       23264.177      3671.2357      0.1244954    
    140500   2106.0105     -189913.14      12548.957     -177364.18      23382.809     -4278.2175      0.11542831   
    140600   2143.7753     -189669.4       12773.984     -176895.42      23249.511      3600.5299      0.12396801   
    140700   2184.757      -189532.68      13018.179     -176514.5       23409.64      -3402.7028      0.12078748   
    140800   2196.53       -189324.56      13088.33      -176236.23      23269.346      3013.6621      0.12759833   
    140900   2165.2238     -189268.35      12901.788     -176366.57      23391.678     -2184.6171      0.12311935   
    141000   2164.0108     -189666.84      12894.56      -176772.28      23270.07       3445.3627      0.12304613   
    141100   2059.7172     -189473.31      12273.112     -177200.2       23422.204     -6035.4081      0.11998412   
    141200   2166.0098     -189942.22      12906.471     -177035.75      23243.734      3318.9057      0.1200694    
    141300   2131.9242     -189559.31      12703.367     -176855.94      23404.755     -4800.924       0.11562936   
    141400   2086.4305     -189655.65      12432.287     -177223.37      23267.663      2282.2493      0.12449589   
    141500   2134.1351     -189328.2       12716.541     -176611.66      23349.648     -718.7109       0.12971795   
    141600   2143.9781     -189636.87      12775.192     -176861.68      23317.047      619.9699       0.12763229   
    141700   2137.6195     -189268.84      12737.304     -176531.54      23364.732     -322.44809      0.11860791   
    141800   2157.5443     -189798.21      12856.028     -176942.18      23304.326      1025.6908      0.11701426   
    141900   2143.2914     -189426.06      12771.1       -176654.96      23351.58      -1133.0795      0.1220978    
    142000   2110.7675     -189781.7       12577.302     -177204.4       23285.439      1208.8291      0.11629279   
Loop time of 165.797 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.042 ns/day, 23.027 hours/ns, 12.063 timesteps/s, 24.126 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 158.94     | 162.35     | 164.93     |  12.5 | 97.92
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.64591    | 3.2297     | 6.6177     |  88.2 |  1.95
Output  | 0.0045939  | 0.0046254  | 0.0049708  |   0.1 |  0.00
Modify  | 0.094567   | 0.12274    | 0.14083    |   3.7 |  0.07
Other   |            | 0.09349    |            |       |  0.06

Nlocal:           62.5 ave          68 max          55 min
Histogram: 2 1 2 3 2 3 11 3 2 3
Nghost:        4113.03 ave        4120 max        4106 min
Histogram: 1 2 3 4 6 7 2 2 2 3
Neighs:        53937.1 ave       58464 max       47594 min
Histogram: 2 1 2 0 5 4 6 7 2 3

Total # of neighbors = 1725986
Ave neighs/atom = 862.993
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_heating
variable i loop 151 260
variable Temp equal $i*10
variable Temp equal 217*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2170 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2170 2170 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.38 | 82.5 | 82.66 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    142000   2110.7675     -189781.7       12577.302     -177204.4       23285.439      1208.8291      0.11629279   
    142100   2117.0379     -189608.81      12614.665     -176994.15      23344.758     -2247.4171      0.11504662   
    142200   2150.5838     -189673.98      12814.553     -176859.43      23292.807      2634.1567      0.11359697   
    142300   2152.4318     -189899.17      12825.565     -177073.61      23338.104     -377.43944      0.11240423   
    142400   2075.3227     -189416.96      12366.099     -177050.86      23295.508      1192.0967      0.12256168   
    142500   2103.7484     -189584.22      12535.478     -177048.74      23362.927     -3478.4272      0.12444164   
    142600   2130.6153     -189418.42      12695.568     -176722.85      23274.089      3245.3769      0.12214455   
    142700   2180.345      -189695.21      12991.889     -176703.32      23387.821     -2283.415       0.11810307   
    142800   2152.8378     -189789.88      12827.984     -176961.9       23301.606      1913.3985      0.11756965   
    142900   2179.1768     -189073.61      12984.929     -176088.68      23344.415      413.64985      0.12036787   
    143000   2130.8453     -189520.03      12696.938     -176823.09      23370.069     -1476.9993      0.11773942   
    143100   2194.2886     -189566.48      13074.974     -176491.5       23296.133      1710.4886      0.11496024   
    143200   2142.5143     -189282.62      12766.47      -176516.15      23360.117     -1081.5909      0.11721812   
    143300   2154.3598     -189349.04      12837.053     -176511.98      23325.278     -406.57944      0.12187319   
    143400   2163.8404     -189318.95      12893.545     -176425.4       23323.568      510.00016      0.12774002   
    143500   2180.7279     -189317.49      12994.171     -176323.32      23358.429     -937.56902      0.12535448   
    143600   2091.2973     -189464.64      12461.286     -177003.36      23323.15       518.4557       0.1204741    
    143700   2169.9479     -189512.33      12929.937     -176582.4       23306.06       1494.2658      0.11684542   
    143800   2166.6423     -189675.19      12910.24      -176764.95      23353.916      573.4396       0.11402731   
    143900   2153.5726     -189881.63      12832.362     -177049.27      23310.837      346.51006      0.12294556   
    144000   2228.0531     -189738.08      13276.165     -176461.91      23351.078     -221.79638      0.12292323   
Loop time of 166.228 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.040 ns/day, 23.087 hours/ns, 12.032 timesteps/s, 24.063 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 158.87     | 162.37     | 165.42     |  11.8 | 97.68
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.60736    | 3.6472     | 7.1345     |  78.8 |  2.19
Output  | 0.0046719  | 0.0047028  | 0.0050375  |   0.1 |  0.00
Modify  | 0.096142   | 0.11619    | 0.14047    |   4.2 |  0.07
Other   |            | 0.09412    |            |       |  0.06

Nlocal:           62.5 ave          71 max          56 min
Histogram: 2 0 10 3 4 4 4 2 2 1
Nghost:         4113.5 ave        4120 max        4105 min
Histogram: 1 1 3 2 6 2 5 4 6 2
Neighs:        53963.9 ave       61150 max       48458 min
Histogram: 2 3 7 4 3 6 2 3 1 1

Total # of neighbors = 1726845
Ave neighs/atom = 863.4225
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_heating
variable i loop 151 260
variable Temp equal $i*10
variable Temp equal 218*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2180 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2180 2180 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.33 | 82.51 | 82.67 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    144000   2228.0531     -189738.08      13276.165     -176461.91      23351.078     -221.79638      0.12292323   
    144100   2192.0293     -189621.94      13061.512     -176560.43      23315.32       303.95092      0.12249499   
    144200   2123.7051     -189280.11      12654.393     -176625.72      23344.52      -2271.7083      0.12268525   
    144300   2174.3424     -189201.66      12956.122     -176245.54      23341.457     -839.19614      0.12139187   
    144400   2208.5552     -189653.91      13159.984     -176493.93      23357.116     -2021.7611      0.11643241   
    144500   2166.8231     -189757.88      12911.317     -176846.56      23287.267      1306.2422      0.11750842   
    144600   2123.6543     -189267.66      12654.09      -176613.57      23342.766     -268.66455      0.12224445   
    144700   2147.699      -189435.82      12797.364     -176638.46      23339.051      273.64562      0.12422396   
    144800   2212.5343     -189902.05      13183.694     -176718.35      23345.985     -305.18319      0.11679869   
    144900   2240.6968     -189653.39      13351.504     -176301.89      23324.511      2113.049       0.11578076   
    145000   2187.102      -189391.93      13032.152     -176359.78      23341.889      740.04362      0.12203964   
    145100   2127.5009     -189965.21      12677.011     -177288.2       23316.93       1212.6242      0.11282156   
    145200   2169.0025     -189685.42      12924.303     -176761.12      23386.951     -2428.9738      0.11440475   
    145300   2159.0718     -189808.94      12865.13      -176943.81      23279.998      1068.4094      0.1217958    
    145400   2191.6272     -189585.87      13059.116     -176526.76      23388.662     -2529.9393      0.12425313   
    145500   2167.9175     -189527.34      12917.838     -176609.5       23298.276      1810.0684      0.12860905   
    145600   2130.0206     -189003.03      12692.025     -176311         23362.355     -2014.6708      0.12878158   
    145700   2210.886      -189506         13173.872     -176332.13      23319.98       1751.6959      0.11954589   
    145800   2139.4749     -189029.79      12748.359     -176281.43      23379.276     -2283.0355      0.12312279   
    145900   2189.3296     -188942.87      13045.425     -175897.44      23358.102     -618.28541      0.13474602   
    146000   2208.3846     -189138.19      13158.967     -175979.22      23342.453      666.80726      0.12517967   
Loop time of 166.047 on 32 procs for 2000 steps with 2000 atoms

Performance: 1.041 ns/day, 23.062 hours/ns, 12.045 timesteps/s, 24.090 katom-step/s
99.8% CPU use with 32 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 158.95     | 162.32     | 165.22     |  12.6 | 97.76
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.6413     | 3.5053     | 6.8973     |  85.6 |  2.11
Output  | 0.0047369  | 0.0047721  | 0.0051215  |   0.1 |  0.00
Modify  | 0.094611   | 0.1186     | 0.15213    |   5.4 |  0.07
Other   |            | 0.09567    |            |       |  0.06

Nlocal:           62.5 ave          72 max          57 min
Histogram: 4 5 4 4 5 6 0 1 2 1
Nghost:        4113.03 ave        4119 max        4102 min
Histogram: 1 0 3 0 0 9 2 7 7 3
Neighs:        53845.5 ave       61847 max       49351 min
Histogram: 4 8 1 6 3 6 0 2 1 1

Total # of neighbors = 1723056
Ave neighs/atom = 861.528
Neighbor list builds = 0
Dangerous builds = 0
next i
jump SELF loop_heating
variable i loop 151 260
variable Temp equal $i*10
variable Temp equal 219*10
fix 		1 all langevin ${Temp} ${Temp} 100 29345 zero yes
fix 		1 all langevin 2190 ${Temp} 100 29345 zero yes
fix 		1 all langevin 2190 2190 100 29345 zero yes
run 2000
Per MPI rank memory allocation (min/avg/max) = 82.58 | 82.67 | 82.75 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Volume         Press         c_msd[4]   
    146000   2208.3846     -189138.19      13158.967     -175979.22      23342.453      666.80726      0.12517967   
    146100   2185.4644     -189637.66      13022.394     -176615.26      23343.545     -1290.5918      0.11968135   
    146200   2196.4721     -189371.86      13087.985     -176283.88      23341.599     -973.23445      0.12280552   
    146300   2135.2552     -189244.52      12723.215     -176521.3       23304.773      1029.967       0.12265716   
    146400   2182.3225     -189305.94      13003.672     -176302.27      23356.14      -1105.0384      0.12295534   
    146500   2167.2869     -189030.84      12914.081     -176116.76      23367.19      -1318.9816      0.12345764   
    146600   2197.0899     -189455.01      13091.666     -176363.35      23307.606      1338.3023      0.12230951   
    146700   2179.6341     -189626.52      12987.653     -176638.87      23368.396     -1213.1809      0.1139221    
